,review,sentiment
43983,"I decided to watch this on FearNet on demand for free because I figured well, nothing else looks enjoyable. And it turned out to be quite a good little horror surprise! The film serves as an anthology of four urban legends told from the point of view of four teenagers whose car breaks down in the middle of nowhere. After they decide to build a campfire in the woods, they begin to tell their spooky stories and the movie transitions to the events in the stories.<br /><br />The Honeymoon- a newlywed couple traveling cross country in an RV to Las Vegas is terrorized when they park in a wooded area by evil beings that hunt by the full moon. (I won't spoil that for you!) The Hook- Amy Smart and James Marsden, (probably the most famous people in the movie besides beautiful Christine Taylor) play the young couple who come face to face with the maniac that has a hook for a hand in this most recognizable short.<br /><br />People can Lick Too- this is probably the scariest and most dark of the stories. A young girl chats with another girl on the internet, but it turns out that it's actually a man who is obsessed with her and he proceeds to break into the house when she's alone. This was really chilling.<br /><br />The Locket- This is also a great story with Glen Quinn and Jacinda Barrett, who play a motorcyclist and a beautiful mute girl who are terrorized by ghosts from a previous century in a mysterious farm house. This was good but it was the weakest of the entries.<br /><br />The group around the campfire slowly develop their own terrifying experience in their segments between stories, and the end of this movie is surprising and really awesome! Overall this is not bone-chillingly scary but it's certainly a great little guilty pleasure that horror fans alike would definitely find worthwhile!",positive
35325,"Larry Burrows has the distinct feeling he's missing out on something. Ever since he missed a crucial baseball shot at school that cost the championship, he's been convinced his life would have turned out better had he made that shot. Then one night his car breaks down again. Walking into the nearest bar to wait for the tow truck, Larry happens upon barman Mike, who unbeknown to Larry is about to change his life for ever.......<br /><br />The alternate life premise in cinema is hardly a new thing, stretching back to the likes of It's A Wonderful Life and showing no signs of abating with the quite recent Sandler vehicle that was Click. It's a genre that has produced very mixed results. Back in 1990 was this James Belushi led production, rarely mentioned when the said topic arises, it appears that it has largely been forgotten. Which is a shame since it oozes charm and is not short in the humour department. We know that we are being led to its ultimate message come the end, but it's a fun and enjoyable path to be led down. The film also serves notice to what a fine comedy actor James Belushi was. I mean if his style of smart quipping and larking exasperation isn't your thing,? then chances are you would avoid this film anyway. But for those engaged by the likes of Red Heat, K-9 and Taking Care of Business, well Mr. Destiny is right up your street. Along for the ride are Linda Hamilton, Michael Caine, Jon Lovitz, Hart Bochner, Jay O. Sanders, Rene Russo and Courteney Cox.<br /><br />Mr. Destiny, pure escapist fun with a kicker of a message at its heart. 7/10",positive
22093,"i was disappointed. the film was a bit predictable and did not live up to the hype plastered all over the box. Having said that, the characters were well developed, the windego myth was used in a unique premise and the house was pretty spooky but it just missed for me. I kept waiting for that big AHHHHH or BOO! But it never came.<br /><br />Furthermore the movie was plagued with poor filming of poor special effects. Thus showing to much of a bad thing and not using atmosphere and viewer imagination to create the horror and suspense. Try movies like Session 9 or the Cube if your looking for a low-budget but well conceived horror movie.",negative
33613,"Hold Your Man finds Jean Harlow, working class girl from Brooklyn falling for con man Clark Gable and getting in all kinds of trouble. The film starts out as his film, but by the time it's over the emphasis definitely switches to her character.<br /><br />The film opens with Gable pulling a street con game with partner, Garry Owen and the mark yelling for the cops. As he's being chased Gable ducks into Harlow's apartment and being he's such a charming fellow, she shields him.<br /><br />Before long she's involved with him and unfortunately with his rackets. Gable, Harlow, and Owen try pulling a badger game on a drunken Paul Hurst, but then Gable won't go through with it. Of course when Hurst realizes it was a con, he's still sore and gets belligerent and Gable has to punch him out. But then he winds up dead outside Harlow's apartment and that platinum blond hair makes her easy to identify. She goes up on an accomplice to manslaughter.<br /><br />The rest of the film is her's and her adjustment to prison life. Her interaction with the other female prisoners give her some very good scenes. I think some of the material was later used for the MGM classic Caged.<br /><br />Harlow also gets to do the title song and it's done as torch style ballad, very popular back in those days. She talk/sings it in the manner of Sophie Tucker and quite well. <br /><br />Gable is well cast as the con man who develops a conscience, a part he'd play often, most notably in my favorite Gable film, Honky Tonk.<br /><br />Still it's Harlow who gets to shine in this film. I think it's one of the best she did at MGM, her fans should not miss it.",positive
36721,"OK, first of all, ignore the last person' review. They admit to falling asleep through it so it's no wonder they didn't understand what was going on!!! As thriller/horrors go, this film ain't too bad, it is certainly very watchable. Right from the opening scenes you get a general idea exactly what is going to be the cause of all the craziness that follows, and come the end you are proved right with everything being made clear.<br /><br />I enjoyed this movie, it was quite eerie at times and as old films go it was passable. Great to watch late at night! I give it a generous 7 out of 10.",positive
9355,"In this offering, one only has to view the current Westminster Kennel Club's annual offering to see the parallels. Outrageously funny and captures the true essence of the competition. One can only imagine the wit of the producers and the amazing ability of the performers. I too would have nominated this movie for a Globe Award and feel it is one of the funniest I have ever seen.",positive
41926,"When A Stranger Calls is actually a pretty good movie. I had never saw the original and so when I watched this I thought it was unique. When When A Stranger Calls was advertised on the television the trailer gave away the ending. Well, I never saw the trailer so when I saw this film I was surprised at how good it turned out to be. I walked by it one day and decided I'd buy it and now I'm lucky I did, because I thought it was a very pleasing movie that is a nice little film to own. It is getting a lot of unfair treatment, and if you're interested in this movie at all, don't listen to all the negativity. Camille Belle is not as bad of an actress as everyone makes her out to be, and she did a great job in this movie, so all you haters get over yourselves, lighten up, and actually try to enjoy this movie for what it is; A fun, teeny bopper, popcorn flick. If you haven't seen it please do for it is a lot more enjoyable than a lot of the other slashers being made recently...",positive
41059,"Well, no, not really. Its not really a good movie, but its not as bad as I thought it was going to be. I really didn't feel ripped off of my rental money, and sometimes thats all you can ask for. The plot is OK, nothing brilliant or new, the acting is pretty bad, but the cast is pretty. The directing is passable, but the effects are horrible, especially the werewolf effects, which in a werewolf movie, is a pretty big problem. There was a fairly decent amount of nudity, which to me is a pretty good thing, but it wasn't all that hot. All in all, its a fairly average direct to video movie, not the worst film I've ever seen and if you're bored a genre fan, check it out sometime. I'd even watch it again.<br /><br />Bonus fact for horror geeks, Kane Hodder (Jason Vorhees in a few of them) plays the werewolf.",negative
14307,"Soon after this movie was released,Salman Khan was handed over a 6 Year Imprisonment.(Read further to know why am i mentioning this.)<br /><br />And i heaved a sigh of relief.Not that i was happy that he got jail for something which because he was a celeb but i was happy cus this meant No more Salman Khan movies,no more his histrionics and no more over hyped Acting(read Overacting).<br /><br />This movie made no sense whatsoever. <br /><br />The scene where the kid belonging to one of the family makes a rocket which was voice activated .According to the movie script it would chase anyone.But ultimately it finds only Salman Khan Bare Chested. Well this is what happened.<br /><br />The Rocked gets activated in another foolish way and you have to have an IQ of .001 to believe that. Then it chases Salman Khan ,who was on his water scooter and the chase continues unless he is done with all the possible stunts he could show to foolish audience. (In my regard all those people who have given this movie 5 and above ,unless they are paid to do that.)<br /><br />Another of breath taking ,unbelievable scene was at the end when all the arrangements about the marriage is made and Salman Khan with Govinda in Disguise comes and stall the marriage by another of those highly unwanted songs .Later on even though everything is done and ready a mere confession of govinda and Katrina Kaif to katrina's Father and Bingo . Everything is fine and Govinda marries Kartina....<br /><br />This made me wonder if convincing was so easy why did not they do that and tortured us for so many hours and wasted my Money.<br /><br />This movie is must avoid and don't even think it had any scene worth watching . The plot is way too disconnected with characters popping from no where and ultimately vanishing..for ex Choota don...What a waste of characters.<br /><br />After this movie i took a pledge that i would not watch Salman khan Movies for the rest of my life unless it wins an Oskar...(hahahah...which means i would never watch)",negative
27832,"Just reading the reviews of this wonderful BBC mini series reminded me how much I enjoyed this when it was first broadcast many years ago. At the time I remember waiting with anticipation for the next installment and fell in love with John Bowe and Janet McTeer ,two talented actors that we don't see enough of on TV or cinema these days. <br /><br />I have tried without success to obtain several of the BBCs fantastic dramas from the past, including the 1973 version of Jane Eyre and the 1972 version of Anne of Green Gables, all wonderful timeless classic stories, which sadly the BBC seem to have no intention of releasing on video or DVD. If anyone learns otherwise I would love to hear from them.<br /><br />In the meantime we will have to content ourselves with our recollections of how wonderful they were.",positive
6180,Camp with a capital C. Think of Mask and the Ace Ventura movies -- then multiply by 100. This laugh-a-minute entertainer takes schlock to the level of high art. David Dhawan is a genius and Govinda is beyond description. See it over and over again. I insist.,positive
36902,"This would have to be one of the funniest TV sitcoms to come out of the States since the demise of ""Everybody Loves Raymond"". Warburton is always hilarious, and in this complements the rest of the ensemble cast to perfection. David Spade continues to tickle my funny bone enormously with his quite unique delivery of his lines. After having raved over the British series, ""Coupling"" I can see from just where the creators of ""Rules of Engagement"" got their original idea, but this is not intended as being a ""brickbat"" - the absolutely brilliant dialogue and the way in which it is conveyed set this particular series completely apart. But it takes more than a competent cast to bring success to a new series, particularly in the very difficult field of comedy. Having been a part of a professional TV comedy writing team for the best part of 7 years in Australia, I can appreciate particularly, the role of director and the perceptional and creative talent of the camera crew. One of the few grievances I have with the series is the very obviously ""canned"" laughter. Surely a live audience could have been used in the shooting of the series.",positive
16447,"Sweeping drama with great sets, costumes and performances  though some folks are channeling Rhett, Scarlett, Melanie and even Lady Macbeth. Patrick Swayze and James Read are excellent as two men trying to maintain a friendship despite the ties of family and location. Splendid villains  you'll want them all to come to a very bad end. Lots of strong female characters in this one  both good and bad. Secondary story lines also are well developed. Several cameos by major stars of past eras. Good representation of history and conflicts for those caught between friendship and politics. <br /><br />Curl up on a rainy day with your DVD or VHS player and drink of choice with this one. A lap rug and a cat would be optional.",positive
26837,"Andreas arrives in a strange, inhuman place, where everything seems perfect. He's given a good work, everyone is kind to him and to everyone, and he really doesn't trouble too much even in finding a beautiful girlfriend. But in this no-named city Andreas finds soon that a perfect commercials-type world is really not a paradise. Really one of the better movies i've seen this year. The attractive plot is perfectly supported by a smart direction where every single component (cool desaturated photography; cold symmetrical design; unemotional acting; slow, highly controlled camera movements) helps in building an unique weird atmosphere that will keep the audience suspended until the end. A sarcastic, ironic, bitter comedy that made me laugh ant think, as only best films are able to do. Nothing new, probably, in the analysis of the modern de-humanizer civilization, but really a smart work with great surprising ideas that will hardly be forgotten from whom had the luck to see it. Simply beautiful the amazing scene in the metro underground.",positive
32555,"WINCHESTER 73 is the story of a man (Jimmy Stewart) obsessed with getting back his prized possession, a repeating rifle made by Winchester. The rifle keeps changing hands, and Stewart doggedly keeps after it. This 1950 B&W effort by Anthony Mann is more a crime film than a traditional western, and the cowboys often seem more like modern-day gangsters than old-fashioned cowboys. Shelley Winters plays a woman of questionable virtue who is headed for a ranch with a man (Charles Drake) she may marry. She ends up falling for Stewart, but not before she is passed around a bit. Winters is the most complex character in a film filled with unusual characters. Watch for a young Dan Dureyea as a nutty killer and Tony Curtis in a very small role. A woefully miscast Will Geer plays Wyatt Earp.",positive
8097,"Keys to the VIP is one of the most entertaining, informative and hilarious shows that is on television right now. The idea is original, and well executed, as it manages to preserve the reality aspect, but still remain entertaining. All of the judges have a razor wit. They're not the nicest at all times, but if you're looking for comfort, go watch a chick flick. Say what you like about validity of the show, but it is absolutely real. I know people who have competed on the show, and they have confirmed this. <br /><br />If you want to laugh, watch this show. It is on of the best comedy shows ever made.",positive
18085,"OK...i have seen just about everything....and some are considered classics that shouldn't be ( like all those Halloween movies that suck crap or even Steven king junk).......and some are considered just OK that are really great.....( like carnival of souls )........and then some are just plain ignored............like ( evil ed ) or ( pumpkin head and brain dead ""the bud Cort one"" ) then some stick in your head once seen and never leave...........that's what this did to me........and for my money this is much better than last house on the left............last house was great till the ending...then it blew chunks.....what kind of dummy is gonna give a blow job to someone who just killed their kids ????.completely stupid ..go find the movie ""bully"" or even ""funny games"" if ya want realism and to be creep ed out.........but this damn thing stuck with me for years.........one cause chuck Connors always was scary.........two Tanya Roberts is the best female victim ever........three the chick being smothered in plaster still is one of the all time worst killings on film........and 4th the telekinetic powers thing blew my mind and came totally unexpected.......not to mention the dummies wax figures puppets etc.......it should be right there with psycho,last house,Texas chainsaw,etc....... it's a classic..............and deservedly so...........",positive
49648,"What some Hollywood-movies try and practically never succeed, creating somehow metaphysical connections between persons (without becoming unrealistic), manages this beautiful movie perfectly well (resembling in that way a little to the wonderful 'La Double Vie de Veronique' of the same director and with the same beautiful actress). This is a REAL movie, that changes perspective of life a little bit - intelligent and beautiful story, masterfully directed, excellent main actors, masterful cinematography. I've just seen the movie the 3rd or 4th time, and I still think it's one of the best I've ever seen. And if you should be unhappy with the ending of 'White' - 'Red' puts an happy end to the whole trilogy.",positive
18367,"If someone had nudged me about 15 minutes into 'Ray' and asked what I thought of Jamie Foxx in the title role, it would have been time for a blank stare. After all, what is this (fictitious) person talking' about? That wasn't Jamie Foxx up on the big screen. That was Ray Charles. This is one of the best performances by anybody in recent years. Like the soundtrack, Jamie as Ray is flat-out brilliant.<br /><br />The blind Genius of Soul (who took a revolutionary step of mixing gospel with R&B) died during production. The movie about his troubled life is good, not great. Taylor Hackford's direction and James L. White's script follow the well-worn biopic outline. Super-talented youngster battles adversity, achieves greatness while also self-destructing, then picks himself up out of the gutter for a happy ending. The film shows Charles' flaws (heroin abuse, chronic womanizing, persistent bastard-fathering) even as it sucks you in with his beautiful music.<br /><br />Kerry Washington and Regina King play the main women in Ray's life, one his long-suffering wife and the other his longtime mistress. Both actresses match Foxx stride for stride. What takes him to a different level, though, is his deep understanding and uncanny impersonation of the great musician. The entire cast is effective, especially Sharon Warren as his headstrong mother and Curtis Armstrong as a music exec. Hackford's stars are likely to be rewarded with trophies and---better yet---more starring roles.<br /><br />I was not a Ray Charles aficionado before 'Ray'. Apparently, the film has left out a lot (as do all biopics), but this picture functions as both an old-fashioned crowd pleaser AND a dark investigation of a brilliant/troubled man. For those who whine that Foxx doesn't actually sing (as if that somehow diminishes his performance), take a hike. No mere actor can sing like Mr. Charles anyway. You can't have everything. What the talented star does in this picture is about as close to ""everything"" as we'll probably see for a while.",positive
34733,Wow! What a movie if you want to blow your budget on the title and have it look real bad ask the guys that made this movie on how to do that. They could have spent the money on a good rewrite or something else. Or they could have spent it on beer when they made this movie at least it would have come out better.,negative
1737,"I don't have much to say about this movie. It could have been a wonderful tour-de-force for Peter Sellers, but it is one of the most tragic misfires in movie history. That it was Sellers final movie makes it all the more painful.<br /><br />The terrible screenplay, direction and shockingly wooden performances all come dreadfully together to make this one of the most unwatchably awful movies ever made.<br /><br />I wish so much that I could find even a snicker or a chuckle buried somewhere in this pile of putrid blubber, but it's a lifeless, humorless disaster. The truth hurts.<br /><br />Peter, why couldn't you have stopped at BEING THERE?",negative
6858,"I somehow missed this movie when it came out and have discovered it as late as last week thanks to a friend's recommendation. I can honestly say that I cannot remember another intimate dramatic film, which does so many things so well. The writing is crisp, realistic, nuanced, and even restrained. The cinematography and editing are understated but inspired, enabling the visual storytelling to dominate through marvelous close-ups and framing of images, capturing loneliness and alienation in most memorable ways. The acting is also wonderful, with all of the characters becoming painfully real and vulnerable in the most compelling ways that a film can offer. They reveal their innermost weaknesses with unprotected, raw vulnerability. A real triumph for Roger Michell and Hanif Kureishi, and the rest of the team. A must see for serious film lovers.",positive
15704,"Sandra Bullock paints a believable picture as the troubled detective, though seeing her as a cynical man-eating victim-turned-persecutor requires a leap of faith (or two). The two creepy troubled kids are portrayed adequately by Ryan Gosling and Michael Pitt. <br /><br />I do have quite a bit of trouble getting Ben Chaplin into the equation (same problem arose when watching 'The Truth About Cats & Dogs' (http://us.imdb.com/title/tt0117979/). I mean, when you put an Englishman into an all-American movie, shouldn't there at least be a reason to put him there? Shouldn't there be some story leading up to the fact that an Englishman is serving as a detective on an American police force? Shouldn't there be some dialog pointing out and explaining that rather obvious fact? Or even some jokes about him being that English? <br /><br />He looks out of place here, as he looked out of place in 'The Truth About Cats & Dogs'. Producers really should take notice, it distracts and annoys the audience (at least me). Nothing wrong with Chaplin's acting, it's just a matter of making an actor who is 'out of place' believable and not putting him somewhere without a good reason or a storyline. <br /><br />The movie itself: well, thrillers, especially those dealing with solving a complicated crime, require some suspension of disbelief. This one's no different; actually, it requires quite a bit more effort than usual. In order to make Bullock smart enough to crack the case despite of all the pressures requiring her to let go of it, some unrealistic assumptions are being made about the evidence, and I'm sure a lot of people who watched it had a few moments of 'Come on, this is highly unlikely under the circumstances' or even 'Hey, you can't brush evidence aside like that to wrap this movie up!'. <br /><br />Like I said: reasonably entertaining and watchable. Just don't use this as required viewing for detective exams. There are no shortcuts there.",positive
41234,"I consider this movie a masterpiece, but it took me at least 4 o 5 times to see it, so as to realize what a great movie it was. First, it describes a face of WW2 that we don't usually see in Hollywood movies. In particular, German soldiers, army and the Nazi government are shown more ""humanized"". One of the facts that impressed me most was the mention, by the end of the movie, of a murder that took place in a forest in the last 20's... that forest is the place where the final chapters of Berlin Alexanderplatz take place: those are the woods where Reinhold kills Mieze. Another clue for those who like the details, is the representation of doors. Fassbinder is obsessed with the changes in people each time they walk across a door, or a door is opened. Many doors are shown in the screen, opened and closed. And the characters change in their personality, their acts, etc any time that happens. Have you noticed that?",positive
28155,"With all of mainland Europe under his control Hitler prepares for the last obstacle in his way before heading for North America, Great Britain. With an overwhelming edge in aircraft Goering's Luftwaffe looks unstoppable on paper. Once in the air however the RAF tenaciously disrupts the paradigm by blowing the enemy out of sky air at a seven to one rate. The Battle of Britain rages on for a over a year as the Island nation is bloodied but unbowed providing crucial time for their American allies to produce more arms for the inevitable struggle. <br /><br />Using more staged footage than the three previous documentaries in the Why We Fight series the Battle of Britain has a more propaganda like feel to it with the dramatized (some with unmistakable Warners music score ) scenes glaringly obvious to newsreel. In an ironic twist amid the devastation caused by German air attacks Beethoven's Seventh Symphony is employed to underscore the visual suffering. The story itself is one of remarkable courage by a defiant nation who refused to buckle under to the devastating attacks inflicted upon it by up until that point an invincible war machine. It is the 20th century version of the 300 Spartans.<br /><br />There have been more exhaustively researched and better looking commercial efforts done on this battle since this film but the immediacy and motivation The Battle of Britain provided then will always make it a more valuable document of England during its ""Finest Hour"".",positive
5928,"Only once in a while do we get an R-rated comedy that gets everyone's time and attention. It's an even rarer case when the critics will like it. I just came back from The 40 Year-Old Virgin and I can honestly say, it was one of the biggest laughs of my life. I went to a 10:35 showing and every row was filled. Not only that, everyone laughed their ass off the whole time through. It's two hours of non-stop laughing. I dare you to see this film and to not laugh.<br /><br />The plot is simple. A man is forty years old and he is a virgin. Yet, behind this simple, five second joke, we are given a deep, complex story that is not only one of the funniest you'll ever witness, but has genuine lessons behind it. Steve Carell stars as Andy Stitzer, The 40 Year-Old Virgin. We have known Steve Carell, as, in my opinion, one of the best scene thieves of all time. Stealing hilarious scenes from Bruce Almighty and especially Anchorman, Steve Carell has come a long way, as finally, and proudly, is given his moment to shine as the star. No one will forget his name once they witness this pervasively funny, gut-busting, roll-in-the-aisle hilarious comedy.<br /><br />The beauty about the film is it isn't 100% stupid. The brilliant writing of Judd Apatow and Steve Carell genuinely has purpose and it's not just one hell of a story to tell. Behind the crudeness and vulgar non-stop ride of the film comes an important lesson to be learned. Although not presented in the best way possible, the film gives us more than a purely enjoyable time. Its gut-busting attitude will have you laughing the whole time through, while we simultaneously see the real life struggles of people like Andy and his fellow co-workers. The end couldn't have been better. Not only does it deliver what we are promised but it gives one of the most memorable finishing numbers a comedy has ever seen. It would have been perfect if there was Vince Vaughn and Owen Wilson in there cameoing somehow, but you can't win 'em all, now can you.<br /><br />Finally, I think as Roger Ebert put it, Catherine Keener gives an unexplainable perfect performance as Trish, the one woman Andy has his heart truly for. Not only does she also give us laughs but it is crazy to see how brightly she fuels the story. She was cast perfected in the role and her and Carell have terrific, not to mention, hilarious chemistry on screen.<br /><br />Canadian ratings-wise, once again, Ontario slips away with a 14A, while British Columbia, Alberta, and Manitoba all slapped The 40 Year-Old Virgin with an 18A. The same thing happened with Four Brothers, in my opinion, the second best film of the year, and I can honestly say that I love Ontario more and more so for that. To all you fellow teenagers out there in the States: Good luck sneaking in! <br /><br />Overall, Steve Carell gives one of the funniest performances I've ever seen and just about everyone in the cast distributes to the non-stop laughter. Everyone will love the 40 Year-Old Virgin this summer and I encourage everyone to see it as fast as humanly possible. It is the best comedy of the year, hands down. It beats all over The Longest Yard, The Wedding Crashers, and of course Apatow and Carell's last memorable comedy, Anchorman.<br /><br />It is a comic masterpiece and deserves the remarkable amount of praise from the critics who have been loving it. Every single one of my favourite critics loved it and it deserves a spot on the IMDb Top 250 right away. Steve Carell is a huge star. Watch one of the brightest ones of the summer right now.<br /><br />My Rating: 9/10 <br /><br />Objectively  9/10 <br /><br />Subjectively  10/10 <br /><br />Eliason A.",positive
46652,"Anastasia: The Mystery of Anna was a two-part star studded historical T.V. movie based on the Peter Kurth book, Anastasia: The Riddle of Anna Anderson. It keeps up historically pretty much, names are changed etc. But sticks to the real story quite well. Omar Sharif and Claire Bloom do quite well as the Russian royals, Czar Nicholas and Czarina Alexandra. What stuck out in my mind was the all too short portrayals by Rex Harrison and Olivia De Havilland. All in all it was a pretty classy production with some fine acting. I was quite awestruck by the production values when it first aired on NBC in late 1986. Also starring was the fine German actor Jan Niklas who had previously starred in NBC's other Russian epic ""Peter the Great"". <br /><br />I felt that Part 2 skipped over some important details of Anna Anderson's trip to America. It's important to know too, that in 1986 less was known about the Anna Anderson story. Back then it was still not known whether her claim to be the Grand Duchess Anastasia was genuine. By the late 1990's more was known and Anna Anderson is now reputed to have been a fraud. <br /><br />Too bad the networks aren't making fine made-for-television movies like this anymore.",positive
1090,"""Gypsy"" is possibly the greatest musical ever written, so it's too bad that it's film version was such a disappointment. To make up for that, we have this re-make which, if not flawless, is an enjoyable and well done adaption of the musical. The script is completely accurate, all the songs included, and the staging remains close to the original Jerome Robbins' staging. Bette Midler is a deft choice for Rose, her singing and personality Merman-esquire, and her acting splendid. Peter Reigert is a fine Herby, if not a great singer, and Cynthia Gibb is a straight forward, natural Louise. In truth, a live taping of the 1989 revival with Tyne Daly might have been a better idea, if only because ""Gypsy"" is simply more exciting on stage, But this film is a fine translation of a great musical.",positive
23348,"A guy, with the unlikely name of Shy Walker, looks for his two daughters in a cornfield for an hour and a half. That's the entire plot...with across-the-board bad acting, of course. Walker wanders around a corn maze (maize? I get it! HAHAHA...not funny) and yells ""Girls? Where are you?!?"" about 1000 times. For some reason whenever he runs by a pumpkin, a chipmunk-sounding voice laughs (as if the pumpkin is laughing at him, yeah OK...). His daughters scream for most of the movie...even when there is no reason to scream (maybe because they are still stuck in this awful movie?). Twin girls straight out of 'The Shining' show up every now and then. Most of the corn maze looks the same so Walker's search gets very old very quickly. The filmmakers realize there is NOTHING going for this movie (even the music is repetitive) so they try to make things interesting by spinning the camera around really fast, filming upside down, inserting smaller pictures of the same shot at different angles, using red lights to make the corn look scary, and rotating the camera 360 degrees (at least I'm assuming these were done intentionally but it's likely just examples of incompetent film-making). More often than not, when Walker is wandering through the maze, you can't see his face. I guess the kid holding the camera can't look up that high... This movie gives you a new appreciation for the original 'Dark Harvest' (which doesn't have anything to do with this movie except for the fact it also features a cornfield). Don't be fooled by the R rating. Walker says the F word three times and now we have ""an R-rated horror movie"", ugh. The scarecrow on the cover doesn't even show up in this movie...and when you are wishing that those cheesy scarecrows from the first movie would come back, you know things are bad! Instead we get a guy in yellow boots chasing our hero around (unfortunately he is dressed similar to Mr. Walker so I didn't even realize he was being followed for a while). I figured out the identity of the guy in the yellow boots long before Walker did (the movie is almost over by the time he puts 2 and 2 together, natch). The end of the movie drags on and on...and just in case it isn't slow enough, there's some slow-motion! The last sound you hear (besides your own laughter) is very poor sound-dubbing. In case you can't tell, this is the worst movie I've ever seen. At least they didn't end with the promise of another sequel!",negative
30862,"This movie describes the life of somebody who grew up in the worst of circumstances but unlike many people he actually grew up to be a respectable person. Whats more is that this is a true story.<br /><br />Antwone Fisher is so innocent and yet he was abused such just because he was not white. Antwone Fisher has been married to the same women for ten years and he never fooled around with women, coke, cigars, weed, alcohol, or any of those things that are very popular in the places he was growing up. <br /><br />There is not much more to say about this movie it is excellent. The only rating I can give it is a 10/10.",positive
318,"Every high praise word fell way short before the height of this movie. This movie is the true example of how a psychological horror movie should be.<br /><br />The plot seems to be a bit confusing at first viewing but it will definitely explain a bit about what's going on and you really want to view it for the second time. But after second viewing you will start to join the pieces together and then you will know how amazing a movie can be.<br /><br />A word of advice for slasher flick fans stay away from this movie. This is not your dumb ass teenage slasher movie, in which you just switch off your brain and sit in front of the screen just to see big b**bs and lots of blood.<br /><br />If you want to heighten the psychological horror factor of this movie then watch it all alone with a great home theater system that supports Dolby Digital or DTS 5.1ch, without any of your ill mannered friends that crack jokes on a really tense situation. And don't forget to switch the light off.<br /><br />My points on different aspects:-<br /><br />Direction = 9/10 Acting = 8/10 Atmosphere = 10/10 Sound Effect = 9/10<br /><br />Total = 9/10",positive
44907,"Typical Troma-trash, this smutty 80's flick is considered one of the ""highlights"" of Lloyd Kaufman's notorious production studio, alongside ""The Toxic Avenger"" released one year earlier. ""The Toxic Avenger"" is far superior if you ask me, but this demented splatter-flick is nevertheless endurable as well; just make sure you leave your full brain capacity at the door. The events take place in Tromaville, a little town that proudly claims to be the toxic chemical capital of the world, and they certainly aren't lying. The safety precautions in the local nuclear power plant are substandard, to say the least (even Homer Simpson never was this nonchalant) and toxic waste seeps through to the nearby high school. The first intoxicated victim is the stereotypical nerd, who starts spurting green stuff out of all his body cavities, but his death is believed to be an accident because he had no less than TWO microwave ovens in his house! Oh, the humanity! Shortly after, however, the nuclear leaks also affect the school's weed plantation and thing really start to get messy. After smoking a joint at a party, the cutest couple in school produce a gigantic worm monster that settles in the basement and feeds on teenage scum. ""Class of Nuke 'em High"" is bottom-of-the-barrel horror film-making, with dialogs so dumb they hurt your ears and make-up effects that give a whole new meaning to the word tasteless. If you enjoy watching faces melting away, getting crushed or splitting in half, this is definitely a must-see! Unlike the aforementioned ""The Toxic Avenger"", this film suffers from a couple of really dull and overlong moments where nothing really significant happens, like for example when Chrissy and Warren try to figure out what's wrong with their hormones. The crude humor isn't as effective as in ""Toxic Avenger"" and the acting performances are unforgivably amateurish. Proceed only if you're an avid Troma-fanatic.",negative
13989,"The Lone Ranger & Tonto set out to bring to justice a band of hooded raiders who have killed three Indians for what appears at first to be no apparent reason..that is until the Lone Ranger discovers from a conversation with the Indian Chief Tomache that each man possessed a medallion. The five medallions given by Tomache to his friends as gifts we later learn when combined will provide the mastermind behind the hooded raiders with a map to a legendary lost city of gold. Can the Lone Ranger protect the remaining two individuals in possession of the medallions before the hooded raiders get their hands on it? Is there really a lost city of gold somewhere upon native land? <br /><br />Watching this, I kept knowing what was going to happen beforehand and everything seemed really familiar until eventually I realized I had seen this exact same movie when I was but a little kid..suddenly the memories flooded back and I remembered having quite a fun time as a child enjoying this one with a bunch of my friends. As an adult though, the plot is somewhat predictable but you know this, while not quite in the same league as the 1956 film, remains a lot of fun to watch. Clayton Moore is perfect as the Lone Ranger and Jay Silverwheels as Tonto steals a lot of this movie as he's probably in more action scenes than even the Lone Ranger. There's some very familiar faces on hand here including Douglas Kennedy as Ross Brady, headman of the Hooded Raiders gang, Charles Watts as a bigoted Sheriff, and Ralph Moody as a kindly Padre.",positive
49155,"This film is a perfect example of great escapism! I loved this film and was sucked in from the very beginning. Sure it's just an action flick, but isn't having fun what watching movies is all about? <br /><br />The cast of this film are very strong with likable characters. The friendship between the boys is so realistic and appealing, it's heart warming and hilarious to see a group of teenage boys interact - especially this group of boys!! Sean Astin makes a great rebel, successfully avoiding being a precocious teenager.<br /><br />If you want fun, watch this film! I thoroughly enjoyed it even though I was watching it on a very dirty and old VHS that was terrible quality (Go DVD's!)",positive
21091,"I was especially delighted that in this movie Othello himself was dark-skinned and Desdemona didn't have fair hair like almost always. The cast played very well, too, and I liked the script following Shakespeare's original text so faithfully. But I must say some scenes were acted too erotically for such a character as Desdemona. I have always thought she is very modest, and that's why it is not proper at all to show her in bed with Cassio - although it was happening only in Othello's imagination. At first, I was a little surprised even that a love scene between Othello and Desdemona was shown so openly. But as a whole, I liked the film and especially Desdemona crying in the dying scene.",positive
